sync,phase,uploadRequests,uploadRequestsCumulative,uploadSeconds,storageBytes,restoreRequests,restoreBytes,restoreSeconds,restoreIndex,restoreData,restoreOther
110,backup,13,1430,0.859,350755557,,,,,,
111,backup,13,1443,0.833,352870762,,,,,,
112,backup,13,1456,0.833,356286833,,,,,,
113,backup,13,1469,0.846,359440623,,,,,,
114,backup,13,1482,0.841,362591251,,,,,,
115,backup,13,1495,0.813,364444401,,,,,,
116,backup,13,1508,0.862,366767842,,,,,,
117,backup,13,1521,0.821,368872807,,,,,,
118,backup,13,1534,0.845,370977878,,,,,,
119,backup,13,1547,0.81,374131535,,,,,,
120,backup,13,1560,0.8,379645167,167,33154930,0.761,121,37,9
120,repaired,131,1691,0.805,379622391,48,33121794,0.748,2,37,9
