sync,phase,uploadRequests,uploadRequestsCumulative,uploadSeconds,storageBytes,restoreRequests,restoreBytes,restoreSeconds,restoreIndex,restoreData,restoreOther
95,backup,13,1235,0.901,320787642,,,,,,
96,backup,13,1248,0.893,323154793,,,,,,
97,backup,13,1261,0.857,326046236,,,,,,
98,backup,13,1274,0.867,332870584,,,,,,
99,backup,13,1287,0.874,334975558,,,,,,
100,backup,13,1300,0.889,337720592,,,,,,
101,backup,13,1313,0.81,339825553,,,,,,
102,backup,13,1326,0.917,342625185,,,,,,
103,backup,13,1339,0.823,345925268,,,,,,
104,backup,13,1352,0.832,348292440,,,,,,
105,backup,13,1365,0.846,350765138,,,,,,
106,backup,13,1378,0.828,353540940,,,,,,
107,backup,13,1391,0.809,356129420,,,,,,
108,backup,13,1404,0.82,360152517,,,,,,
109,backup,13,1417,0.888,364355147,,,,,,
110,backup,13,1430,0.849,370393037,,,,,,
111,backup,13,1443,0.82,372760143,,,,,,
112,backup,13,1456,0.818,377487169,,,,,,
113,backup,13,1469,0.827,379509313,,,,,,
114,backup,13,1482,0.846,381352113,,,,,,
115,backup,13,1495,0.829,383457054,,,,,,
116,backup,13,1508,0.855,386080381,,,,,,
117,backup,13,1521,0.824,389234175,,,,,,
118,backup,13,1534,0.815,391601414,,,,,,
119,backup,13,1547,0.872,394575756,,,,,,
120,backup,13,1560,0.863,397205160,167,33412465,0.769,121,37,9
120,repaired,131,1691,0.837,397182170,48,33379113,0.744,2,37,9
