sync,phase,uploadRequests,uploadRequestsCumulative,uploadSeconds,storageBytes,restoreRequests,restoreBytes,restoreSeconds,restoreIndex,restoreData,restoreOther
553,backup,13,7189,1.042,2270320641,,,,,,
554,backup,13,7202,1.123,2274257415,,,,,,
555,backup,13,7215,1.272,2277940323,,,,,,
556,backup,13,7228,1.374,2283196356,,,,,,
557,backup,13,7241,1.175,2287117800,,,,,,
558,backup,13,7254,1.229,2293348639,,,,,,
559,backup,13,7267,1.177,2297217344,,,,,,
560,backup,13,7280,1.202,2303819113,,,,,,
561,backup,13,7293,1.167,2307883783,,,,,,
562,backup,13,7306,1.163,2311609714,,,,,,
563,backup,13,7319,1.21,2316655318,,,,,,
564,backup,13,7332,1.191,2322373700,,,,,,
565,backup,13,7345,1.179,2326523571,,,,,,
566,backup,13,7358,1.137,2329256905,,,,,,
567,backup,13,7371,1.217,2334212850,,,,,,
568,backup,13,7384,1.173,2338477816,,,,,,
569,backup,13,7397,1.154,2341716830,,,,,,
570,backup,13,7410,1.158,2346195008,,,,,,
571,backup,13,7423,1.163,2349779386,,,,,,
572,backup,13,7436,1.133,2353986814,,,,,,
573,backup,13,7449,1.151,2357702066,,,,,,
574,backup,13,7462,1.308,2365738726,,,,,,
575,backup,13,7475,1.126,2368495151,,,,,,
576,backup,13,7488,1.15,2371793379,,,,,,
577,backup,13,7501,1.226,2375089812,,,,,,
578,backup,13,7514,1.183,2379989707,,,,,,
579,backup,13,7527,1.274,2384150856,,,,,,
580,backup,13,7540,1.247,2390194117,,,,,,
581,backup,13,7553,1.173,2394401778,,,,,,
582,backup,13,7566,1.242,2397822771,,,,,,
583,backup,13,7579,1.206,2402133884,,,,,,
584,backup,13,7592,1.171,2405817089,,,,,,
585,backup,13,7605,1.122,2409329551,,,,,,
586,backup,13,7618,1.158,2412414478,,,,,,
587,backup,13,7631,1.187,2416971060,,,,,,
588,backup,13,7644,1.148,2420153421,,,,,,
589,backup,13,7657,1.187,2424759034,,,,,,
590,backup,13,7670,1.24,2429916199,,,,,,
591,backup,13,7683,1.154,2433081543,,,,,,
592,backup,13,7696,1.206,2437706308,,,,,,
593,backup,13,7709,1.161,2440936460,,,,,,
594,backup,13,7722,1.217,2445269674,,,,,,
595,backup,13,7735,1.16,2448690638,,,,,,
596,backup,13,7748,1.199,2452798266,,,,,,
597,backup,13,7761,1.163,2457372499,,,,,,
598,backup,13,7774,1.236,2463278280,,,,,,
599,backup,13,7787,1.109,2465869826,,,,,,
600,backup,13,7800,1.164,2469368546,,,,,,
601,backup,13,7813,1.231,2472947191,,,,,,
602,backup,13,7826,1.157,2475672579,,,,,,
603,backup,13,7839,1.513,2483446161,,,,,,
604,backup,13,7852,1.19,2487653592,,,,,,
605,backup,13,7865,1.297,2492471201,,,,,,
606,backup,13,7878,1.197,2496029401,,,,,,
607,backup,13,7891,1.206,2500897497,,,,,,
608,backup,13,7904,1.218,2507147712,,,,,,
609,backup,13,7917,1.218,2512438713,,,,,,
610,backup,13,7930,1.087,2514811107,,,,,,
611,backup,13,7943,1.322,2521184302,,,,,,
612,backup,13,7956,1.151,2524080904,,,,,,
613,backup,13,7969,1.191,2527220256,,,,,,
614,backup,13,7982,1.17,2531482367,,,,,,
615,backup,13,7995,1.39,2539615712,,,,,,
616,backup,13,8008,1.233,2544347640,,,,,,
617,backup,13,8021,1.243,2549294745,,,,,,
618,backup,13,8034,1.23,2553838443,,,,,,
619,backup,13,8047,1.161,2555948559,,,,,,
620,backup,13,8060,1.183,2559621793,,,,,,
621,backup,13,8073,1.09,2563042632,,,,,,
622,backup,13,8086,1.031,2566242689,,,,,,
623,backup,13,8099,1.065,2569286526,,,,,,
624,backup,13,8112,1.1,2573083291,,,,,,
625,backup,13,8125,1.122,2577227722,,,,,,
626,backup,13,8138,1.011,2579842726,,,,,,
627,backup,13,8151,1.237,2586340881,,,,,,
628,backup,13,8164,1.338,2595303312,,,,,,
629,backup,13,8177,1.114,2597914160,,,,,,
630,backup,13,8190,1.193,2603793721,,,,,,
631,backup,13,8203,1.17,2607970989,,,,,,
632,backup,13,8216,1.212,2611950993,,,,,,
633,backup,13,8229,1.05,2615109907,,,,,,
634,backup,13,8242,1.03,2618268697,,,,,,
635,backup,13,8255,1.136,2622256404,,,,,,
636,backup,13,8268,1.087,2626780785,,,,,,
637,backup,13,8281,1.135,2630619075,,,,,,
638,backup,13,8294,1.03,2634765641,,,,,,
639,backup,13,8307,0.997,2637503156,,,,,,
640,backup,13,8320,0.985,2640394352,,,,,,
641,backup,13,8333,1.124,2645126062,,,,,,
642,backup,13,8346,1.079,2647920113,,,,,,
643,backup,13,8359,1.176,2654521134,,,,,,
644,backup,13,8372,1.089,2660849590,,,,,,
645,backup,13,8385,1.163,2664985145,,,,,,
646,backup,13,8398,1.079,2667556587,,,,,,
647,backup,13,8411,1.12,2671478136,,,,,,
648,backup,13,8424,1.194,2675914321,,,,,,
649,backup,13,8437,1.154,2679996042,,,,,,
650,backup,13,8450,1.15,2682715444,,,,,,
651,backup,13,8463,1.175,2687160062,,,,,,
652,backup,13,8476,1.226,2689270320,,,,,,
653,backup,13,8489,11.456,2695548904,,,,,,
654,backup,13,8502,10.998,2700018653,,,,,,
655,backup,13,8515,1.257,2705751352,,,,,,
656,backup,13,8528,1.159,2709022619,,,,,,
657,backup,13,8541,1.241,2713131592,,,,,,
658,backup,13,8554,1.147,2716552525,,,,,,
659,backup,13,8567,1.197,2720656228,,,,,,
660,backup,13,8580,1.217,2724601699,,,,,,
661,backup,13,8593,1.158,2728279444,,,,,,
662,backup,13,8606,1.286,2735114055,,,,,,
663,backup,13,8619,1.156,2738644627,,,,,,
664,backup,13,8632,1.211,2743044657,,,,,,
665,backup,13,8645,1.189,2748300693,,,,,,
666,backup,13,8658,1.196,2751969249,,,,,,
667,backup,13,8671,1.149,2754341583,,,,,,
668,backup,13,8684,1.155,2758059457,,,,,,
669,backup,13,8697,1.226,2761775620,,,,,,
670,backup,13,8710,1.161,2765682738,,,,,,
671,backup,13,8723,1.263,2771725677,,,,,,
672,backup,13,8736,1.269,2777523659,,,,,,
673,backup,13,8749,1.186,2780583595,,,,,,
674,backup,13,8762,1.201,2784212861,,,,,,
675,backup,13,8775,1.18,2787109500,,,,,,
676,backup,13,8788,1.223,2790268356,,,,,,
677,backup,13,8801,1.191,2793494157,,,,,,
678,backup,13,8814,1.294,2797843390,,,,,,
679,backup,13,8827,1.189,2800314578,,,,,,
680,backup,13,8840,1.18,2804057200,,,,,,
681,backup,13,8853,1.213,2808756975,,,,,,
682,backup,13,8866,1.203,2811661554,,,,,,
683,backup,13,8879,1.351,2818322206,,,,,,
684,backup,13,8892,1.372,2823022149,,,,,,
685,backup,13,8905,1.203,2826443025,,,,,,
686,backup,13,8918,1.117,2828842613,,,,,,
687,backup,13,8931,1.194,2833681396,,,,,,
688,backup,13,8944,1.276,2838104580,,,,,,
689,backup,13,8957,1.2,2841854553,,,,,,
690,backup,13,8970,1.132,2844913216,,,,,,
691,backup,13,8983,1.37,2853053682,,,,,,
692,backup,13,8996,1.255,2858047465,,,,,,
693,backup,13,9009,1.222,2862154658,,,,,,
694,backup,13,9022,1.206,2865983478,,,,,,
695,backup,13,9035,1.133,2868355687,,,,,,
696,backup,13,9048,1.184,2872089935,,,,,,
697,backup,13,9061,1.182,2875518809,,,,,,
698,backup,13,9074,1.253,2880937008,,,,,,
699,backup,13,9087,1.242,2885339652,,,,,,
700,backup,13,9100,1.255,2891001150,,,,,,
701,backup,13,9113,1.161,2893813493,,,,,,
702,backup,13,9126,1.318,2898708646,,,,,,
703,backup,13,9139,1.263,2903354206,,,,,,
704,backup,13,9152,1.236,2908234082,,,,,,
705,backup,13,9165,1.295,2915058011,,,,,,
706,backup,13,9178,1.284,2920576219,,,,,,
707,backup,13,9191,1.164,2923472768,,,,,,
708,backup,13,9204,1.162,2926135549,,,,,,
709,backup,13,9217,1.168,2929032101,,,,,,
710,backup,13,9230,1.291,2933888762,,,,,,
711,backup,13,9243,1.463,2944252450,,,,,,
712,backup,13,9256,1.248,2949785955,,,,,,
713,backup,13,9269,1.255,2955455982,,,,,,
714,backup,13,9282,1.16,2958170052,,,,,,
715,backup,13,9295,1.25,2961653182,,,,,,
716,backup,13,9308,1.209,2965901134,,,,,,
717,backup,13,9321,1.198,2969470979,,,,,,
718,backup,13,9334,1.218,2972909380,,,,,,
719,backup,13,9347,1.126,2975806714,,,,,,
720,backup,13,9360,1.217,2979244196,,,,,,
721,backup,13,9373,1.26,2982665064,,,,,,
722,backup,13,9386,1.199,2986542257,,,,,,
723,backup,13,9399,1.186,2991179261,,,,,,
724,backup,13,9412,1.292,2998795930,,,,,,
725,backup,13,9425,1.219,3002833291,,,,,,
726,backup,13,9438,1.248,3008089378,,,,,,
727,backup,13,9451,1.255,3010986054,,,,,,
728,backup,13,9464,1.222,3014974641,,,,,,
729,backup,13,9477,1.207,3018606135,,,,,,
730,backup,13,9490,1.237,3022027082,,,,,,
731,backup,13,9503,1.135,3024555286,,,,,,
732,backup,13,9516,1.225,3029067360,,,,,,
733,backup,13,9529,1.315,3032488318,,,,,,
734,backup,13,9542,1.169,3036176298,,,,,,
735,backup,13,9555,1.26,3040646109,,,,,,
736,backup,13,9568,1.118,3043542879,,,,,,
737,backup,13,9581,1.185,3046701735,,,,,,
738,backup,13,9594,1.199,3049607165,,,,,,
739,backup,13,9607,1.229,3054515694,,,,,,
740,backup,13,9620,1.304,3058204172,,,,,,
741,backup,13,9633,1.247,3062411755,,,,,,
742,backup,13,9646,1.344,3069241215,,,,,,
743,backup,13,9659,1.153,3072137820,,,,,,
744,backup,13,9672,1.319,3076083118,,,,,,
745,backup,13,9685,1.271,3080513161,,,,,,
746,backup,13,9698,1.274,3084913566,,,,,,
747,backup,13,9711,1.309,3090471446,,,,,,
748,backup,13,9724,1.25,3095168969,,,,,,
749,backup,13,9737,1.249,3097625517,,,,,,
750,backup,13,9750,1.437,3103386791,918,201358233,37.16,751,158,9
751,backup,13,9763,1.254,3107599849,,,,,,
752,backup,13,9776,1.138,3111283160,,,,,,
753,backup,13,9789,1.09,3113917768,,,,,,
754,backup,13,9802,1.143,3119477193,,,,,,
755,backup,13,9815,1.198,3123192137,,,,,,
756,backup,13,9828,1.152,3126393574,,,,,,
757,backup,13,9841,1.299,3129797905,,,,,,
758,backup,13,9854,1.266,3134512971,,,,,,
759,backup,13,9867,1.124,3136945637,,,,,,
760,backup,13,9880,1.43,3146766750,,,,,,
761,backup,13,9893,1.457,3155432519,,,,,,
762,backup,13,9906,1.178,3158853747,,,,,,
763,backup,13,9919,1.113,3161226390,,,,,,
764,backup,13,9932,1.294,3166482806,,,,,,
765,backup,13,9945,1.173,3169959758,,,,,,
766,backup,13,9958,1.269,3173648357,,,,,,
767,backup,13,9971,1.163,3177281289,,,,,,
768,backup,13,9984,1.335,3184632580,,,,,,
769,backup,13,9997,1.128,3187953604,,,,,,
770,backup,13,10010,1.196,3191044818,,,,,,
771,backup,13,10023,1.128,3194198488,,,,,,
772,backup,13,10036,1.196,3198174132,,,,,,
773,backup,13,10049,1.44,3203033724,,,,,,
774,backup,13,10062,1.315,3205775256,,,,,,
775,backup,13,10075,1.523,3211628407,,,,,,
776,backup,13,10088,1.318,3214726244,,,,,,
777,backup,13,10101,1.4,3220218331,,,,,,
778,backup,13,10114,1.405,3226590324,,,,,,
779,backup,13,10127,1.185,3230733358,,,,,,
780,backup,13,10140,1.17,3236281181,,,,,,
781,backup,13,10153,1.132,3238659228,,,,,,
782,backup,13,10166,1.15,3241731846,,,,,,
783,backup,13,10179,1.008,3244891009,,,,,,
784,backup,13,10192,1.064,3248044776,,,,,,
785,backup,13,10205,1.385,3252818176,,,,,,
786,backup,13,10218,1.461,3258872203,,,,,,
787,backup,13,10231,1.495,3262804617,,,,,,
788,backup,13,10244,1.174,3266651723,,,,,,
789,backup,13,10257,1.2,3272434017,,,,,,
790,backup,13,10270,1.264,3278675225,,,,,,
791,backup,13,10283,1.138,3282394278,,,,,,
792,backup,13,10296,1.315,3287626798,,,,,,
793,backup,13,10309,1.167,3290553563,,,,,,
794,backup,13,10322,1.179,3294803529,,,,,,
795,backup,13,10335,1.257,3300258049,,,,,,
796,backup,13,10348,1.169,3304332866,,,,,,
797,backup,13,10361,1.141,3306580613,,,,,,
798,backup,13,10374,1.188,3310038332,,,,,,
799,backup,13,10387,1.123,3312524076,,,,,,
800,backup,13,10400,1.131,3315574809,,,,,,
801,backup,13,10413,1.151,3318466715,,,,,,
802,backup,13,10426,1.199,3324142138,,,,,,
803,backup,13,10439,1.143,3328087573,,,,,,
804,backup,13,10452,1.144,3331215540,,,,,,
805,backup,13,10465,1.095,3334374424,,,,,,
806,backup,13,10478,1.218,3340186100,,,,,,
807,backup,13,10491,1.163,3344116317,,,,,,
808,backup,13,10504,1.195,3348428750,,,,,,
809,backup,13,10517,1.188,3353685228,,,,,,
810,backup,13,10530,1.199,3358617460,,,,,,
811,backup,13,10543,1.211,3363387113,,,,,,
812,backup,13,10556,1.173,3368789978,,,,,,
813,backup,13,10569,1.175,3373102192,,,,,,
814,backup,13,10582,1.177,3377280787,,,,,,
815,backup,13,10595,1.176,3380802837,,,,,,
816,backup,13,10608,1.151,3384224015,,,,,,
817,backup,13,10621,1.189,3390559215,,,,,,
818,backup,13,10634,1.116,3393588075,,,,,,
819,backup,13,10647,1.152,3397575636,,,,,,
820,backup,13,10660,1.171,3402354522,,,,,,
821,backup,13,10673,1.124,3405293843,,,,,,
822,backup,13,10686,1.151,3408905759,,,,,,
823,backup,13,10699,1.32,3415925102,,,,,,
824,backup,13,10712,1.25,3422827301,,,,,,
825,backup,13,10725,1.122,3425247427,,,,,,
826,backup,13,10738,1.149,3428930786,,,,,,
827,backup,13,10751,1.143,3432466456,,,,,,
828,backup,13,10764,1.127,3435977447,,,,,,
829,backup,13,10777,1.169,3438874385,,,,,,
830,backup,13,10790,1.207,3444084188,,,,,,
831,backup,13,10803,1.143,3447730821,,,,,,
832,backup,13,10816,1.18,3452077297,,,,,,
833,backup,13,10829,1.15,3455928780,,,,,,
834,backup,13,10842,1.221,3461992746,,,,,,
835,backup,13,10855,1.318,3465926163,,,,,,
836,backup,13,10868,1.315,3470549429,,,,,,
837,backup,13,10881,1.112,3473252432,,,,,,
838,backup,13,10894,1.199,3477630507,,,,,,
839,backup,13,10907,1.115,3480164009,,,,,,
840,backup,13,10920,1.29,3486723025,,,,,,
841,backup,13,10933,1.196,3491049953,,,,,,
842,backup,13,10946,1.168,3494534845,,,,,,
843,backup,13,10959,1.155,3497332887,,,,,,
844,backup,13,10972,1.155,3501966063,,,,,,
845,backup,13,10985,1.165,3506168175,,,,,,
846,backup,13,10998,1.146,3509327082,,,,,,
847,backup,13,11011,1.229,3514957945,,,,,,
848,backup,13,11024,1.132,3517854721,,,,,,
849,backup,13,11037,1.264,3523069943,,,,,,
850,backup,13,11050,1.19,3526712101,,,,,,
851,backup,13,11063,1.216,3531458935,,,,,,
852,backup,13,11076,1.35,3541743709,,,,,,
853,backup,13,11089,1.113,3545314054,,,,,,
854,backup,13,11102,1.193,3549865847,,,,,,
855,backup,13,11115,1.194,3553030117,,,,,,
856,backup,13,11128,1.136,3557359014,,,,,,
857,backup,13,11141,1.209,3562191679,,,,,,
858,backup,13,11154,1.199,3568339702,,,,,,
859,backup,13,11167,1.117,3571653422,,,,,,
860,backup,13,11180,1.169,3575777147,,,,,,
861,backup,13,11193,1.378,3580677256,,,,,,
862,backup,13,11206,1.312,3586926225,,,,,,
863,backup,13,11219,1.147,3591054439,,,,,,
864,backup,13,11232,1.188,3595693471,,,,,,
865,backup,13,11245,1.164,3599887423,,,,,,
866,backup,13,11258,1.175,3603442732,,,,,,
867,backup,13,11271,1.213,3606339345,,,,,,
868,backup,13,11284,1.237,3610262583,,,,,,
869,backup,13,11297,1.267,3616148162,,,,,,
870,backup,13,11310,1.164,3620276376,,,,,,
871,backup,13,11323,1.247,3626288605,,,,,,
872,backup,13,11336,1.166,3629363272,,,,,,
873,backup,13,11349,1.199,3632804467,,,,,,
874,backup,13,11362,1.227,3638123868,,,,,,
875,backup,13,11375,1.166,3643179152,,,,,,
876,backup,13,11388,1.14,3646586930,,,,,,
877,backup,13,11401,1.219,3651647802,,,,,,
878,backup,13,11414,1.182,3654544425,,,,,,
879,backup,13,11427,1.259,3659457389,,,,,,
880,backup,13,11440,1.175,3662318159,,,,,,
881,backup,13,11453,1.136,3665712990,,,,,,
882,backup,13,11466,1.196,3670250916,,,,,,
883,backup,13,11479,1.141,3673319094,,,,,,
884,backup,13,11492,1.158,3676854435,,,,,,
885,backup,13,11505,1.324,3685519214,,,,,,
886,backup,13,11518,1.132,3688843411,,,,,,
887,backup,13,11531,1.135,3692436757,,,,,,
888,backup,13,11544,1.116,3695548873,,,,,,
889,backup,13,11557,1.118,3697921132,,,,,,
890,backup,13,11570,1.238,3704145363,,,,,,
891,backup,13,11583,1.084,3706255449,,,,,,
892,backup,13,11596,1.107,3708889841,,,,,,
893,backup,13,11609,1.162,3711633594,,,,,,
894,backup,13,11622,1.18,3715654425,,,,,,
895,backup,13,11635,1.213,3720261018,,,,,,
896,backup,13,11648,1.211,3723268599,,,,,,
897,backup,13,11661,1.189,3726672695,,,,,,
898,backup,13,11674,1.129,3729394836,,,,,,
899,backup,13,11687,1.176,3732892142,,,,,,
900,backup,13,11700,1.197,3736575131,,,,,,
901,backup,13,11713,1.232,3740389704,,,,,,
902,backup,13,11726,1.147,3744965042,,,,,,
903,backup,13,11739,1.173,3748648003,,,,,,
904,backup,13,11752,1.128,3751806689,,,,,,
905,backup,13,11765,1.264,3756413357,,,,,,
906,backup,13,11778,1.226,3761145010,,,,,,
907,backup,13,11791,1.204,3766152760,,,,,,
908,backup,13,11804,1.141,3769575408,,,,,,
909,backup,13,11817,1.255,3772471856,,,,,,
910,backup,13,11830,1.186,3776941359,,,,,,
911,backup,13,11843,1.187,3781133779,,,,,,
912,backup,13,11856,1.225,3785957501,,,,,,
913,backup,13,11869,1.209,3789796448,,,,,,
914,backup,13,11882,1.193,3794265977,,,,,,
915,backup,13,11895,1.203,3798997596,,,,,,
916,backup,13,11908,1.205,3802625792,,,,,,
917,backup,13,11921,1.149,3806756321,,,,,,
918,backup,13,11934,1.276,3812536743,,,,,,
919,backup,13,11947,1.125,3815433244,,,,,,
920,backup,13,11960,1.188,3820164899,,,,,,
921,backup,13,11973,1.212,3824965670,,,,,,
922,backup,13,11986,1.2,3829188043,,,,,,
923,backup,13,11999,1.15,3832305914,,,,,,
924,backup,13,12012,1.23,3837585754,,,,,,
925,backup,13,12025,1.233,3842233370,,,,,,
926,backup,13,12038,1.246,3847489620,,,,,,
927,backup,13,12051,1.227,3853270308,,,,,,
928,backup,13,12064,1.159,3856651127,,,,,,
929,backup,13,12077,1.175,3860334206,,,,,,
930,backup,13,12090,1.251,3865438903,,,,,,
931,backup,13,12103,1.2,3868813460,,,,,,
932,backup,13,12116,1.251,3872496384,,,,,,
933,backup,13,12129,1.115,3875130704,,,,,,
934,backup,13,12142,1.148,3878908698,,,,,,
935,backup,13,12155,1.14,3882225760,,,,,,
936,backup,13,12168,1.209,3885451395,,,,,,
937,backup,13,12181,1.344,3895033428,,,,,,
938,backup,13,12194,1.158,3897929949,,,,,,
939,backup,13,12207,1.273,3904759201,,,,,,
940,backup,13,12220,1.245,3911058774,,,,,,
941,backup,13,12233,1.15,3913955328,,,,,,
942,backup,13,12246,1.211,3917860051,,,,,,
943,backup,13,12259,1.167,3922410115,,,,,,
944,backup,13,12272,1.161,3925306643,,,,,,
945,backup,13,12285,1.283,3928727466,,,,,,
946,backup,13,12298,1.303,3931583998,,,,,,
947,backup,13,12311,1.239,3936673452,,,,,,
948,backup,13,12324,1.207,3940791991,,,,,,
949,backup,13,12337,1.234,3945214268,,,,,,
950,backup,13,12350,1.171,3947848670,,,,,,
951,backup,13,12363,1.25,3952874242,,,,,,
952,backup,13,12376,1.253,3957784848,,,,,,
953,backup,13,12389,1.13,3960188031,,,,,,
954,backup,13,12402,1.301,3967417630,,,,,,
955,backup,13,12415,1.135,3970367686,,,,,,
956,backup,13,12428,1.252,3975256040,,,,,,
957,backup,13,12441,1.094,3977870143,,,,,,
958,backup,13,12454,1.199,3982393310,,,,,,
959,backup,13,12467,1.283,3991057795,,,,,,
960,backup,13,12480,1.183,3995759547,,,,,,
961,backup,13,12493,1.226,4000969760,,,,,,
962,backup,13,12506,1.154,4004223596,,,,,,
963,backup,13,12519,1.404,4009827334,,,,,,
964,backup,13,12532,1.095,4012553535,,,,,,
965,backup,13,12545,1.254,4018633849,,,,,,
966,backup,13,12558,1.22,4024250388,,,,,,
967,backup,13,12571,1.13,4027027815,,,,,,
968,backup,13,12584,1.194,4029891403,,,,,,
969,backup,13,12597,1.145,4033312306,,,,,,
970,backup,13,12610,1.156,4037257711,,,,,,
971,backup,13,12623,1.293,4042156242,,,,,,
972,backup,13,12636,1.188,4046096612,,,,,,
973,backup,13,12649,1.19,4049593912,,,,,,
974,backup,13,12662,1.139,4052823633,,,,,,
975,backup,13,12675,1.168,4056671711,,,,,,
976,backup,13,12688,1.24,4061927866,,,,,,
977,backup,13,12701,1.17,4065716129,,,,,,
978,backup,13,12714,1.183,4069863006,,,,,,
979,backup,13,12727,1.258,4074804266,,,,,,
980,backup,13,12740,1.196,4079222633,,,,,,
981,backup,13,12753,1.241,4083864149,,,,,,
982,backup,13,12766,1.271,4090742464,,,,,,
983,backup,13,12779,1.189,4094093533,,,,,,
984,backup,13,12792,1.226,4100316795,,,,,,
985,backup,13,12805,1.258,4107174684,,,,,,
986,backup,13,12818,1.219,4112430958,,,,,,
987,backup,13,12831,1.162,4117425120,,,,,,
988,backup,13,12844,1.227,4122376596,,,,,,
989,backup,13,12857,1.244,4126386992,,,,,,
990,backup,13,12870,1.193,4132064383,,,,,,
991,backup,13,12883,1.109,4135243131,,,,,,
992,backup,13,12896,1.148,4138106906,,,,,,
993,backup,13,12909,1.227,4141822334,,,,,,
994,backup,13,12922,1.145,4145505624,,,,,,
995,backup,13,12935,1.242,4150916640,,,,,,
996,backup,13,12948,1.17,4154862317,,,,,,
997,backup,13,12961,1.149,4159336949,,,,,,
998,backup,13,12974,1.159,4161996152,,,,,,
999,backup,13,12987,1.24,4168123523,,,,,,
1000,backup,13,13000,1.242,4173649373,1170,206787876,46.366,1001,160,9
1000,repaired,1011,14011,17.642,4173467440,171,206519019,40.375,2,160,9
